"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"1 year"	"1"	"2018"	"2018"	71	3912900	1.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"1 year"	"1"	"2019"	"2019"	91	3829599	2.4
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"1 year"	"1"	"2020"	"2020"	83	3773884	2.2
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"1 year"	"1"	"2021"	"2021"	87	3702936	2.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"1 year"	"1"	"2022 "	"2022"	69	3588817	1.9
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2 years"	"2"	"2018"	"2018"	42	3991437	1.1
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2 years"	"2"	"2019"	"2019"	38	3922044	1.0
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2 years"	"2"	"2020"	"2020"	39	3853025	1.0
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2 years"	"2"	"2021"	"2021"	36	3767428	1.0
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2 years"	"2"	"2022 "	"2022"	39	3693362	1.1
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"3 years"	"3"	"2018"	"2018"	28	4036562	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"3 years"	"3"	"2019"	"2019"	32	3998665	0.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"3 years"	"3"	"2020"	"2020"	25	3921526	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"3 years"	"3"	"2021"	"2021"	26	3856743	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"3 years"	"3"	"2022 "	"2022"	23	3742836	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"4 years"	"4"	"2018"	"2018"	20	4021168	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"4 years"	"4"	"2019"	"2019"	26	4043323	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"4 years"	"4"	"2020"	"2020"	24	4017847	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"4 years"	"4"	"2021"	"2021"	25	3935738	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"4 years"	"4"	"2022 "	"2022"	25	3830225	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"5 years"	"5"	"2018"	"2018"	21	4010118	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"5 years"	"5"	"2019"	"2019"	28	4028281	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"5 years"	"5"	"2020"	"2020"	15	4054336	Unreliable
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"5 years"	"5"	"2021"	"2021"	16	4040153	Unreliable
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"5 years"	"5"	"2022 "	"2022"	33	3907298	0.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"6 years"	"6"	"2018"	"2018"	21	4015259	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"6 years"	"6"	"2019"	"2019"	29	4017227	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"6 years"	"6"	"2020"	"2020"	22	4040169	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"6 years"	"6"	"2021"	"2021"	20	4076629	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"6 years"	"6"	"2022 "	"2022"	21	4008898	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"7 years"	"7"	"2018"	"2018"	16	4059363	Unreliable
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"7 years"	"7"	"2019"	"2019"	23	4022319	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"7 years"	"7"	"2020"	"2020"	20	4029753	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"7 years"	"7"	"2021"	"2021"	28	4064596	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"7 years"	"7"	"2022 "	"2022"	23	4043729	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"8 years"	"8"	"2018"	"2018"	23	4055624	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"8 years"	"8"	"2019"	"2019"	25	4066194	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"8 years"	"8"	"2020"	"2020"	22	4034785	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"8 years"	"8"	"2021"	"2021"	18	4051555	Unreliable
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"8 years"	"8"	"2022 "	"2022"	23	4031341	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"9 years"	"9"	"2018"	"2018"	23	4055278	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"9 years"	"9"	"2019"	"2019"	25	4061874	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"9 years"	"9"	"2020"	"2020"	13	4078668	Unreliable
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"9 years"	"9"	"2021"	"2021"	22	4058615	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"9 years"	"9"	"2022 "	"2022"	21	4017929	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"10 years"	"10"	"2018"	"2018"	20	4184077	0.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"10 years"	"10"	"2019"	"2019"	19	4060940	Unreliable
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"10 years"	"10"	"2020"	"2020"	24	4074173	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"10 years"	"10"	"2021"	"2021"	33	4103489	0.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"10 years"	"10"	"2022 "	"2022"	26	4024547	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"11 years"	"11"	"2018"	"2018"	31	4203007	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"11 years"	"11"	"2019"	"2019"	31	4189261	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"11 years"	"11"	"2020"	"2020"	23	4072994	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"11 years"	"11"	"2021"	"2021"	33	4189406	0.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"11 years"	"11"	"2022 "	"2022"	42	4068564	1.0
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"12 years"	"12"	"2018"	"2018"	40	4168485	1.0
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"12 years"	"12"	"2019"	"2019"	27	4208387	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"12 years"	"12"	"2020"	"2020"	32	4200977	0.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"12 years"	"12"	"2021"	"2021"	35	4279315	0.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"12 years"	"12"	"2022 "	"2022"	38	4152811	0.9
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"13 years"	"13"	"2018"	"2018"	26	4156887	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"13 years"	"13"	"2019"	"2019"	31	4175221	0.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"13 years"	"13"	"2020"	"2020"	26	4219921	0.6
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"13 years"	"13"	"2021"	"2021"	51	4442581	1.1
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"13 years"	"13"	"2022 "	"2022"	49	4240884	1.2
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"14 years"	"14"	"2018"	"2018"	44	4167071	1.1
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"14 years"	"14"	"2019"	"2019"	37	4164459	0.9
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"14 years"	"14"	"2020"	"2020"	55	4186358	1.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"14 years"	"14"	"2021"	"2021"	43	4432993	1.0
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"14 years"	"14"	"2022 "	"2022"	59	4403033	1.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"15 years"	"15"	"2018"	"2018"	52	4141218	1.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"15 years"	"15"	"2019"	"2019"	57	4175459	1.4
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"15 years"	"15"	"2020"	"2020"	57	4175920	1.4
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"15 years"	"15"	"2021"	"2021"	56	4355926	1.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"15 years"	"15"	"2022 "	"2022"	62	4396566	1.4
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"16 years"	"16"	"2018"	"2018"	54	4130744	1.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"16 years"	"16"	"2019"	"2019"	62	4150420	1.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"16 years"	"16"	"2020"	"2020"	54	4187874	1.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"16 years"	"16"	"2021"	"2021"	61	4310462	1.4
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"16 years"	"16"	"2022 "	"2022"	64	4325808	1.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"17 years"	"17"	"2018"	"2018"	65	4241936	1.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"17 years"	"17"	"2019"	"2019"	58	4142425	1.4
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"17 years"	"17"	"2020"	"2020"	73	4164893	1.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"17 years"	"17"	"2021"	"2021"	75	4333375	1.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"17 years"	"17"	"2022 "	"2022"	78	4291066	1.8
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"18 years"	"18"	"2018"	"2018"	100	4319722	2.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"18 years"	"18"	"2019"	"2019"	96	4255827	2.3
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"18 years"	"18"	"2020"	"2020"	87	4159857	2.1
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"18 years"	"18"	"2021"	"2021"	106	4292780	2.5
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"18 years"	"18"	"2022 "	"2022"	72	4326642	1.7
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"19 years"	"19"	"2018"	"2018"	81	4263601	1.9
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"19 years"	"19"	"2019"	"2019"	95	4330439	2.2
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"19 years"	"19"	"2020"	"2020"	123	4272385	2.9
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"19 years"	"19"	"2021"	"2021"	122	4272123	2.9
	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"19 years"	"19"	"2022 "	"2022"	87	4295710	2.0
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"1 year"	"1"	"2018"	"2018"	54	3912900	1.4
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"1 year"	"1"	"2019"	"2019"	68	3829599	1.8
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"1 year"	"1"	"2020"	"2020"	61	3773884	1.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"1 year"	"1"	"2021"	"2021"	62	3702936	1.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"1 year"	"1"	"2022 "	"2022"	50	3588817	1.4
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2 years"	"2"	"2018"	"2018"	28	3991437	0.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2 years"	"2"	"2019"	"2019"	26	3922044	0.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2 years"	"2"	"2020"	"2020"	23	3853025	0.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2 years"	"2"	"2021"	"2021"	18	3767428	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2 years"	"2"	"2022 "	"2022"	21	3693362	0.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"3 years"	"3"	"2018"	"2018"	18	4036562	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"3 years"	"3"	"2019"	"2019"	23	3998665	0.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"3 years"	"3"	"2020"	"2020"	19	3921526	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"3 years"	"3"	"2021"	"2021"	17	3856743	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"3 years"	"3"	"2022 "	"2022"	14	3742836	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"4 years"	"4"	"2018"	"2018"	15	4021168	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"4 years"	"4"	"2019"	"2019"	16	4043323	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"4 years"	"4"	"2021"	"2021"	19	3935738	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"4 years"	"4"	"2022 "	"2022"	18	3830225	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"5 years"	"5"	"2018"	"2018"	10	4010118	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"5 years"	"5"	"2019"	"2019"	21	4028281	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"5 years"	"5"	"2021"	"2021"	10	4040153	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"5 years"	"5"	"2022 "	"2022"	21	3907298	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"6 years"	"6"	"2018"	"2018"	14	4015259	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"6 years"	"6"	"2019"	"2019"	21	4017227	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"6 years"	"6"	"2020"	"2020"	17	4040169	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"6 years"	"6"	"2021"	"2021"	13	4076629	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"6 years"	"6"	"2022 "	"2022"	12	4008898	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"7 years"	"7"	"2018"	"2018"	10	4059363	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"7 years"	"7"	"2019"	"2019"	13	4022319	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"7 years"	"7"	"2020"	"2020"	10	4029753	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"7 years"	"7"	"2021"	"2021"	20	4064596	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"7 years"	"7"	"2022 "	"2022"	14	4043729	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"8 years"	"8"	"2018"	"2018"	17	4055624	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"8 years"	"8"	"2019"	"2019"	20	4066194	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"8 years"	"8"	"2020"	"2020"	14	4034785	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"8 years"	"8"	"2021"	"2021"	11	4051555	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"8 years"	"8"	"2022 "	"2022"	14	4031341	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"9 years"	"9"	"2018"	"2018"	17	4055278	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"9 years"	"9"	"2019"	"2019"	16	4061874	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"9 years"	"9"	"2021"	"2021"	12	4058615	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"9 years"	"9"	"2022 "	"2022"	12	4017929	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"10 years"	"10"	"2018"	"2018"	11	4184077	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"10 years"	"10"	"2020"	"2020"	17	4074173	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"10 years"	"10"	"2021"	"2021"	22	4103489	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"10 years"	"10"	"2022 "	"2022"	18	4024547	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"11 years"	"11"	"2018"	"2018"	17	4203007	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"11 years"	"11"	"2019"	"2019"	15	4189261	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"11 years"	"11"	"2020"	"2020"	11	4072994	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"11 years"	"11"	"2021"	"2021"	20	4189406	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"11 years"	"11"	"2022 "	"2022"	28	4068564	0.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"12 years"	"12"	"2018"	"2018"	24	4168485	0.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"12 years"	"12"	"2019"	"2019"	20	4208387	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"12 years"	"12"	"2020"	"2020"	25	4200977	0.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"12 years"	"12"	"2021"	"2021"	22	4279315	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"12 years"	"12"	"2022 "	"2022"	28	4152811	0.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"13 years"	"13"	"2018"	"2018"	20	4156887	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"13 years"	"13"	"2019"	"2019"	22	4175221	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"13 years"	"13"	"2020"	"2020"	14	4219921	Unreliable
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"13 years"	"13"	"2021"	"2021"	36	4442581	0.8
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"13 years"	"13"	"2022 "	"2022"	31	4240884	0.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"14 years"	"14"	"2018"	"2018"	29	4167071	0.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"14 years"	"14"	"2019"	"2019"	21	4164459	0.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"14 years"	"14"	"2020"	"2020"	44	4186358	1.1
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"14 years"	"14"	"2021"	"2021"	32	4432993	0.7
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"14 years"	"14"	"2022 "	"2022"	40	4403033	0.9
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"15 years"	"15"	"2018"	"2018"	37	4141218	0.9
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"15 years"	"15"	"2019"	"2019"	45	4175459	1.1
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"15 years"	"15"	"2020"	"2020"	35	4175920	0.8
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"15 years"	"15"	"2021"	"2021"	36	4355926	0.8
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"15 years"	"15"	"2022 "	"2022"	47	4396566	1.1
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"16 years"	"16"	"2018"	"2018"	40	4130744	1.0
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"16 years"	"16"	"2019"	"2019"	52	4150420	1.3
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"16 years"	"16"	"2020"	"2020"	38	4187874	0.9
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"16 years"	"16"	"2021"	"2021"	45	4310462	1.0
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"16 years"	"16"	"2022 "	"2022"	51	4325808	1.2
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"17 years"	"17"	"2018"	"2018"	52	4241936	1.2
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"17 years"	"17"	"2019"	"2019"	45	4142425	1.1
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"17 years"	"17"	"2020"	"2020"	63	4164893	1.5
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"17 years"	"17"	"2021"	"2021"	58	4333375	1.3
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"17 years"	"17"	"2022 "	"2022"	62	4291066	1.4
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"18 years"	"18"	"2018"	"2018"	80	4319722	1.9
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"18 years"	"18"	"2019"	"2019"	69	4255827	1.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"18 years"	"18"	"2020"	"2020"	66	4159857	1.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"18 years"	"18"	"2021"	"2021"	87	4292780	2.0
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"18 years"	"18"	"2022 "	"2022"	58	4326642	1.3
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"19 years"	"19"	"2018"	"2018"	67	4263601	1.6
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"19 years"	"19"	"2019"	"2019"	77	4330439	1.8
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"19 years"	"19"	"2020"	"2020"	92	4272385	2.2
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"19 years"	"19"	"2021"	"2021"	99	4272123	2.3
	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"19 years"	"19"	"2022 "	"2022"	68	4295710	1.6
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"18 years"	"18"	"2021"	"2021"	10	4292780	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"1 year"	"1"	"2018"	"2018"	52	3912900	1.3
	"Other heart diseases (I26-I51)"	"GR113-064"	"1 year"	"1"	"2019"	"2019"	68	3829599	1.8
	"Other heart diseases (I26-I51)"	"GR113-064"	"1 year"	"1"	"2020"	"2020"	61	3773884	1.6
	"Other heart diseases (I26-I51)"	"GR113-064"	"1 year"	"1"	"2021"	"2021"	59	3702936	1.6
	"Other heart diseases (I26-I51)"	"GR113-064"	"1 year"	"1"	"2022 "	"2022"	48	3588817	1.3
	"Other heart diseases (I26-I51)"	"GR113-064"	"2 years"	"2"	"2018"	"2018"	26	3991437	0.7
	"Other heart diseases (I26-I51)"	"GR113-064"	"2 years"	"2"	"2019"	"2019"	24	3922044	0.6
	"Other heart diseases (I26-I51)"	"GR113-064"	"2 years"	"2"	"2020"	"2020"	21	3853025	0.5
	"Other heart diseases (I26-I51)"	"GR113-064"	"2 years"	"2"	"2021"	"2021"	15	3767428	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"2 years"	"2"	"2022 "	"2022"	19	3693362	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"3 years"	"3"	"2018"	"2018"	18	4036562	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"3 years"	"3"	"2019"	"2019"	21	3998665	0.5
	"Other heart diseases (I26-I51)"	"GR113-064"	"3 years"	"3"	"2020"	"2020"	18	3921526	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"3 years"	"3"	"2021"	"2021"	17	3856743	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"3 years"	"3"	"2022 "	"2022"	13	3742836	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"4 years"	"4"	"2018"	"2018"	15	4021168	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"4 years"	"4"	"2019"	"2019"	16	4043323	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"4 years"	"4"	"2021"	"2021"	18	3935738	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"4 years"	"4"	"2022 "	"2022"	17	3830225	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"5 years"	"5"	"2019"	"2019"	21	4028281	0.5
	"Other heart diseases (I26-I51)"	"GR113-064"	"5 years"	"5"	"2021"	"2021"	10	4040153	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"5 years"	"5"	"2022 "	"2022"	21	3907298	0.5
	"Other heart diseases (I26-I51)"	"GR113-064"	"6 years"	"6"	"2018"	"2018"	12	4015259	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"6 years"	"6"	"2019"	"2019"	19	4017227	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"6 years"	"6"	"2020"	"2020"	15	4040169	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"6 years"	"6"	"2021"	"2021"	12	4076629	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"6 years"	"6"	"2022 "	"2022"	12	4008898	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"7 years"	"7"	"2018"	"2018"	10	4059363	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"7 years"	"7"	"2019"	"2019"	11	4022319	Unreliable
	"Other heart diseases (I26-I51)"	"GR113-064"	"7 years"	"7"	"2020"	"2020"	10	4029753	Unreliable
